image_ids,grapheme_root,vowel_diacritics,consonant_diacritics
চন্দননগর_043,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_044,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_045,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_046,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_047,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_048,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_049,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_050,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_051,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_052,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_053,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_054,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_055,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_056,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_057,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_058,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_059,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_060,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_061,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_062,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_063,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_064,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_065,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_066,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_067,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_068,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_069,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_070,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_071,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_072,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_073,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_074,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_075,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_076,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_077,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_078,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_079,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_080,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_081,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_082,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_083,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_084,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_085,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_086,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_087,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_088,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_089,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_090,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_091,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_092,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_093,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_094,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_095,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_096,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_097,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_098,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_099,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চন্দননগর_100,"[48, 99, 91, 91, 33, 133]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
চাকদহ_001,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_002,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_003,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_004,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_005,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_006,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_007,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_008,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_009,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_010,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_011,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_012,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_013,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_014,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_015,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_016,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_017,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_018,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_019,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_020,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_021,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_022,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_023,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_024,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_025,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_026,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_027,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_028,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_029,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_030,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_031,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_032,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_033,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_034,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_035,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_036,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_037,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_038,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_039,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_040,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_041,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_042,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_043,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_044,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_045,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_046,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_047,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_048,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_049,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_050,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_051,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_052,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_053,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_054,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_055,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_056,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_057,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_058,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_059,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_060,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_061,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_062,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_063,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_064,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_065,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_066,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_067,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_068,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_069,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_070,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_071,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_072,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_073,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_074,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_075,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_076,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_077,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_078,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_079,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_080,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_081,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_082,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_083,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_084,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_085,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_086,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_087,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_088,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_089,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_090,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_091,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_092,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_093,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_094,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_095,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_096,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_097,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_098,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_099,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চাকদহ_100,"[48, 23, 82, 169]","[1, 0, 0, 0]","[0, 0, 0, 0]"
চুঁচুড়া_001,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_002,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_003,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_004,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_005,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_006,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_007,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_008,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_009,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_010,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_011,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_012,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_013,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_014,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_015,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_016,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_017,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_018,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_019,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_020,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_021,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_022,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_023,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_024,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_025,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_026,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_027,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_028,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_029,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_030,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_031,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_032,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_033,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_034,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_035,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_036,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_037,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_038,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_039,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_040,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_041,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_042,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_043,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_044,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_045,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_046,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_047,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_048,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_049,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_050,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_051,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_052,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_053,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_054,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_055,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_056,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_057,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_058,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_059,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_060,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_061,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_062,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_063,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_064,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_065,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_066,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_067,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_068,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_069,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_070,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_071,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_072,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_073,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_074,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_075,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_076,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_077,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_078,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_079,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_080,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_081,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_082,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_083,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_084,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_085,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_086,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_087,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_088,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_089,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_090,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_091,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_092,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_093,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_094,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_095,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_096,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_097,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_098,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_099,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
চুঁচুড়া_100,"[48, 48, 175]","[4, 4, 1]","[0, 0, 0]"
জলপাইগুড়ি_001,"[53, 134, 106, 14, 33, 175]","[0, 0, 1, 0, 4, 2]","[0, 0, 0, 0, 0, 0]"
জলপাইগুড়ি_002,"[53, 134, 106, 14, 33, 175]","[0, 0, 1, 0, 4, 2]","[0, 0, 0, 0, 0, 0]"
জলপাইগুড়ি_003,"[53, 134, 106, 14, 33, 175]","[0, 0, 1, 0, 4, 2]","[0, 0, 0, 0, 0, 0]"
জলপাইগুড়ি_004,"[53, 134, 106, 14, 33, 175]","[0, 0, 1, 0, 4, 2]","[0, 0, 0, 0, 0, 0]"
জলপাইগুড়ি_005,"[53, 134, 106, 14, 33, 175]","[0, 0, 1, 0, 4, 2]","[0, 0, 0, 0, 0, 0]"
জলপাইগুড়ি_006,"[53, 134, 106, 14, 33, 175]","[0, 0, 1, 0, 4, 2]","[0, 0, 0, 0, 0, 0]"
জলপাইগুড়ি_007,"[53, 134, 106, 14, 33, 175]","[0, 0, 1, 0, 4, 2]","[0, 0, 0, 0, 0, 0]"
